new_building,location,address,price,title,facilities,description_text,ad_url,id,num,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,fellesformue,formuesverdi,fellesgjeld,festeavgift,boligselgerforsikring,kommunale_avg,renovert_ar,tomt,grunnflate,sikringsordning,solgtpris,utleiedel
FALSE,Briskeby,"President Harbitz' gate 14, 0259 Oslo",3890000,Lekker topp-/hjørneleilighet med heis og nydelig utsikt. Rolig gate. Lav felleskost. VV. inkl. Parkeringsleie*,"Parkett, Heis, Ingen, gjenboere, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Søn. 14. mars 1300 - 1400 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til President Harbitz' gate 14.Leiligheten er en topp/hjørneleilighet med flott utsikt over byens tak, beliggende i et populært, urbant og sentralt boligområde på Frogner i Oslo. Herfra er det gangavstand til hovedstadens mest populære handlegater, kafeer, barer og restauranter. Leiligheten har en god planløsning med store vinduer og åpen stue/kjøkkenløsning. Det er 1-stavs parkett på gulv og moderne fargevalg på vegg i en harmonisk kombinasjon. Leiligheten har alkoveløsning og med noen enkle grep kan man lage et soverom om ønskelig. HøydepunkterToppetasjeHjørneleilighetHeis i byggetLave felleskostnaderPerfekt førstegangskjøp Søn. 14. mars 1300 - 1400 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208588722,208588722,NA,108840,3999916,1364,Leilighet,Eier(Selveier),NA,34,34,5,1978,G-rød,1,1071,37,17776,871784,1076,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Ekebergskrenten / Nye Gamlebyen,"Ekebergveien 5B, 0192 Oslo",3950000,Pen 2-roms med attraktiv beliggenhet - Balkong - Heis - Lave felleskostnader med varmtvann inkl.,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng"," Søn. 14. mars 12:00 - 13:00 + Legg til i kalender Man. 15. mars 17:00 - 18:00 + Legg til i kalender Visningstidspunkt er veiledende, ta kontakt med megler på forhånd for å avtale tidspunkt. Eiendomsmeglerbransjen ønsker trygge visninger med så lav smitterisiko for korona som mulig. Vi møter deg derfor med et smil fremfor å håndhilse. Vi har innført tiltak som sikrer at visningene vil bli gjennomført på en så trygg måte som mulig. Ta alltid kontakt med megler før visning, slik at du får et gitt oppmøtetidspunkt for visningen. Da hindrer vi ansamling av mennesker og reduserer sammen smittefaren. Hvis du ikke har avtalt tidspunkt med megler så kan du risikere å måtte stå utenfor til alle interessenter som har booket tid har får sett på boligen. Dette gjør vi får å få en trygg og god opplevelse på visningene nå. Visningspåmelding Velkommen til Ekebergveien 5 B - presentert av Tiri-Alette Dahl i Eiendomsmegler1!2-roms leilighet med god planløsning i stille og rolige omgivelser. Leiligheten har lave felleskostnader med blant annet varmtvann inkludert. Offentlig kommunikasjon, butikker, tur-og rekreasjonsmuligheter rett i nærheten, velkommen til Ekebergskrenten!Kort fortalt:- Lekker 2-roms fra 2007- 49 kvm BRA- God planløsning- Stor felles takterrasse med fantastisk utsikt over Oslo- Akonto varmtvann, kabel TV og internett er inkl. i felleskostnadene- Balkong på 6 m²- Bod på 4,2 m²- Heis- Populær og sentral beliggenhet- Umiddelbar nærhet til butikk- Kort vei til offentlig transport, både buss og trikk- Gåavstand til Bjørvika og sentrumVelkommen til hyggelig visning - husk å melde deg på! Søn. 14. mars 12:00 - 13:00 + Legg til i kalender Man. 15. mars 17:00 - 18:00 + Legg til i kalender Visningstidspunkt er veiledende, ta kontakt med megler på forhånd for å avtale tidspunkt. Eiendomsmeglerbransjen ønsker trygge visninger med så lav smitterisiko for korona som mulig. Vi møter deg derfor med et smil fremfor å håndhilse. Vi har innført tiltak som sikrer at visningene vil bli gjennomført på en så trygg måte som mulig. Ta alltid kontakt med megler før visning, slik at du får et gitt oppmøtetidspunkt for visningen. Da hindrer vi ansamling av mennesker og reduserer sammen smittefaren. Hvis du ikke har avtalt tidspunkt med megler så kan du risikere å måtte stå utenfor til alle interessenter som har booket tid har får sett på boligen. Dette gjør vi får å få en trygg og god opplevelse på visningene nå. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210331038,210331038,NA,8658,4052272,3289,Leilighet,Andel,1,45,49,3,2008,E-rød,2,552,54,11768,926301,93614,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Iladalen | Kiellands plass,"Sagveien 9, 0459 Oslo",4500000,Lys og attraktiv 2-roms selveier over to plan. Fransk balkong. Fyring og v.v. inkl. Bygg fra 2007. Populær beliggenhet.,"Balkong/Terrasse, Parkett, Heis, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Søn. 14. mars 1200 - 1300 + Legg til i kalender Man. 15. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lys og lekker 2-roms selveier beliggende i populære Sagveien. Leilighetsbygget er oppført i 2007. Boligen har en god beliggenhet på Ila i et stille og tilbaketrukket område. Felles takterrasse.Boligen består av moderne, åpen kjøkken- og stueløsning med fransk balkong. Romslig hovedsoverom med garderobeløsning for oppbevaring. Leiligheten holder god standard på overflater, innredninger og utstyr. Praktisk bod under trapp for oppbevaring. Det medfølger en bod på ca. 5 m² i fellesareal. Leiligheten har en praktisk og arealeffektiv planløsning.Alt av servicetilbud og offentlig kommunikasjon i umiddelbar nærhet. Nærhet til gode tur- og rekreasjonsmuligheter ved bla. Akerselva, Møllaparken, Cubaparken og Iladalen park samt kort vei til Birkelunden, Sofienbergparken og St. Hanshaugen. Søn. 14. mars 1200 - 1300 + Legg til i kalender Man. 15. mars 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210338443,210338443,NA,124070,4624070,3341,Leilighet,Eier(Selveier),1,46,48,4,2007,D-mørkegrønn,2,638,54,3316,1036697,NA,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,GAMLEBYEN/EKEBERGSKRENTEN,"Ekebergveien 3F, 0192 Oslo",4690000,"Pen, moderne 3-roms med solrik balkong og flott utsikt. Heis. Garasje. Flytt rett inn!","Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass"," Søn. 14. mars 1330 - 1530 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding Velkommen til Ekebergveien 3F - Dette er en lys og delikat 3-roms beliggende i byggets 4. etasje. Her bor du i et bygg fra 2007 med heisadkomst til alle plan. Videre får du de viktigste fasilitetene som en 4 kvm sydvendt balkong med flott usikt mot Oslofjorden og Bjørvika, i tillegg til garasjeplass forberedt for el-bil lader.Gamlebyen har en sentral plassering i byen, med kort vei til alle fasiliteter Oslo har å by på; treningssentre, flere matbutikker, kaffebarer, gode spisesteder og barer for å nevne noe. Det er turstier fra området som fører opp til store friområder, blant annet Ekebergparken og Ekebergrestauranten. Like nedenfor Ekebergåsen ligger Sørenga med spennende spisesteder og flott badeplass. Søn. 14. mars 1330 - 1530 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210334690,210334690,NA,8032,4740318,3605,Leilighet,Andel,2,57,57,4,2007,D-rød,NA,1781,63,13810,1182958,42286,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,Ammerud,"Ammerudhellinga 35, 0959 Oslo",1950000,Høytliggende 1-roms med 10 m² innglasset balkong| Fantastisk utsikt |Varmtvann og fyring inkl.| Oppussingsobjekt| Heis,"Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Heis, Kabel-TV, Offentlig, vann/kloakk, Parkett, Sentralt, Utsikt, Vaktmester-/vektertjeneste","360° visning Søn. 14. mars 13:00 - 14:00 + Legg til i kalender Visningspåmelding Ammerudhellinga 35Leiligheten ligger høyt i byggets 13. etasje og kan nyte langstrakt utsikt fra innglasset balkong på hele 10 m². Det vil være behov for modernisering, så her har du mulighet til å sette ditt eget preg på interiøret! Leiligheten ligger sentralt til i et etablert og populært boligområde på Ammerud, med marka som nærmeste nabo og 450 m til Grorud senter og T-bane. Kort fortalt:- Høytliggende i 13. etasje- 10 m² innglasset balkong- Mye lysinnslipp gjennom store vinduer- Moderniseringsbehov- Innvendig og medfølgende bod- Heis i bygget- Fyring og varmtvann inkl- Fellesvaskeri- Tilgjengelig boområde nære Marka- Kort vei til offentlig kommunikasjon - Nær til Grorud senter og T-baneTa kontakt med megler for privatvisning eller booke tid på ordinær visning. Søn. 14. mars 13:00 - 14:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209627490,209627490,NA,8658,2100658,3035,Leilighet,Andel,0,32,42,13,1967,E-lysegrønn,1,10443,46,20066,1000419,142000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Toppen av Frydenberg,"Hekkveien 18, 0571 Oslo",5500000,Lys og pen 3-roms topp-/endeleilighet! Solrik balkong og vidstrakt utsikt! Heis og garasjeplass. Rolig/familievennlig,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Turterreng"," Ta kontakt for å avtale visning Visningspåmelding Vi har gleden av å presentere denne flotte 3-roms topp- og endeleiligheten med solrik balkong. Her bor man tilbaketrukket, men med nærhet til gode service- og kollektivtilbud samt hyggelige parker.Boligen har en god og gjennomgående planløsning. Her har man en romslig stue i åpen løsning med kjøkkenet. Rommet har store vindusflater på to vegger og et herlig lysinnfall. Fra stuen har man adkomst ut til leilighetens solrike balkong på ca. 6 kvm. Videre har man to gode soverom og et pent, flislagt bad med gulvvarme samt opplegg til vaskemaskin og tørketrommel. Entréen er innbydende og har adkomst til alle boligens rom - også et praktisk omkledningsrom.Leiligheten disponerer en garasjeplass. Boligen er i 3. etasje, med heis i oppgangen som også går til garasjekjelleren.Velkommen! Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209771426,209771426,NA,139142,5651142,3322,Leilighet,Eier(Selveier),2,70,70,3,1994,E-rød,3,2801,78,2509,1105501,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,TEISEN,"Agmund Bolts vei 35, 0664 Oslo",4300000,Lekker 3-roms | Kjøkken fra 2017/18 | Peis | Sydvendt balkong | Meget gode solforhold | Flott beliggenhet | Bør sees!,"Balkong/Terrasse, Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Kabel-TV, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning","360° visning Søn. 14. mars 1500 - 1600 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Visningspåmelding Velkommen til Agmund Bolts vei 35; En lekker 3-roms leilighet med super beliggenhet i 3.etg. Fra stuen er det utgang til sydvendt balkong med utsyn og meget gode solforhold. Leiligheten gir et flott inntrykk der blant annet kjøkken og overflater er pusset opp rundt 2017/18. Flislagt baderom er pusset opp i regi av borettslaget i 2005.Dette er en super bolig for deg som ønsker å bo sentralt, men samtidig i grønne og naturskjønne omgivelser med gode solforhold.Kort fortalt:Flott sydvendt balkong på 8 kvmPeisMeget gode solforholdLekkert kjøkken fra 2017/18Gode lysforhold i stuen med åpent kjøkken.Malte flater fra 2017/18Ny balkongdør i 2018Nye vinduer i hele leiligheten i 20182 gode soverom2 boderKort vei til offentlig transportFine parker i nærhetenLave kjøpsomkostninger. Ingen dok.avgift Mats Lehmann Avdelingsleder/Eiendomsmegler MNEF Telefon 22 98 89 53 Mobil 905 08 185 Fax 22 98 89 55 Hjemmeside Send melding Søn. 14. mars 1500 - 1600 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210332189,210332189,NA,15554,4535554,3340,Leilighet,Andel,2,62,62,3,1953,F-rød,3,65565,69,NA,768571,220000,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Gunnar Schjelderups vei 11 K, 0485 Oslo",10300000,Nydalen: Lekker og påkostet toppleilighet med 35 kvm privat takterrasse - 20 kvm balkong - 2 garasjeplasser - heis,"Balkong/Terrasse, Parkett, Heis, Ingen, gjenboere, Barnevennlig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Søn. 14. mars 1100 - 1300 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Visningspåmelding Velkommen til en spennende og unik 4-roms toppetasje med ca 35 kvm privat takterrasse + balkong på 20 kvmFantastiske sol og lysforhold - 360 graders utsikt mot byen, fjorden, Holmenkollen, Grefsen mmSolskjerming på vinduer i stuenPåkostet bad med WC som ble pusset opp i 2018 med lekre materialvalgSeparat WC pusset opp 2018Varme i gulv både på bad og separat WCLekkert kjøkken med NOREMA innredning i lys utførelse - fornyede fronter i 2015 - integrerte hvitevarer fra 2015.3 romslige soverom Bra lagringsplass i diverse garderober samt innvendig praktisk bodPanelovner med glassfronterInnvendige gulvflater med parkett. Parkett ble slipt i 2015.Gård fra 2006To garasjeplasser i kjeller rett ved kjøreport. En plass med el-lader.Kjellerbod på 5 kvmHeis i oppgangenFlytt rett inn! Søn. 14. mars 1100 - 1300 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=125842745,125842745,NA,270464,10570464,5594,Leilighet,Eier(Selveier),3,102,105,7,2006,E-rød,4,18872,NA,23028,1909924,NA,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,#LØREN/ØKERN,"Spireaveien 12C, 0580 Oslo",5290000,Rålekker 3-roms selveier| Balkong | Heis | Felles takterrasse |  Garasjemulighet |  Varmtvann/fyring inkl i felleskost,"Balkong/Terrasse, Parkett, Heis, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning","Video Søn. 14. mars 1530 - 1630 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding En rålekker og romslig 3-roms selveierleilighet på Løren. Boligen har en meget god planløsning med store gode rom. Gunstige bo-utgifter med varmtvann og fyring inkludert i felleskostnadene.Velkommen til visning.Hva liker selger best:Godt med lys og store vinduer. God isolasjon om vinteren og leiligheten er tilbaketrukket og rolig. Varme lekre farger på veggene og fint lyst gulv av herdet tre. Kort vei til ""alt"" av fasiliteterRomslig balkong med gode solforholdStore gode rom samt godt med lagringsplassBalansert ventilasjonLigger ved et av Oslos beste kollektivtransport knutepunktKort vei til nye Økern sentrum ( se link: http://byplanoslo.no/hovinbyen)Sykkelparkering Felles takterrasse ( stort sett alltid ledig)Perfekt utleieobjekt (16.500,- pr mnd)Mulig å leie eller kjøpe garasjeplass Søn. 14. mars 1530 - 1630 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210324780,210324780,NA,141269,5431269,3713,Leilighet,Eier(Selveier),2,68,68,3,2013,B-mørkegrønn,NA,6128,74,NA,1208852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Tøyen,"Jens Bjelkes gate 80b, 0652 Oslo",4300000,"Totaloppusset, rålekker 3-roms selveier med høy standard og stilige detaljer. Lite trafikkert gate og nærhet til  alt .","Parkett, Kabel-TV, Moderne, Offentlig, vann/kloakk, Bredbåndstilknytning"," Man. 15. mars 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Jens Bjelkes gate 80 B er en rålekker 3-roms selveierleilighet som ble fullstendig oppusset i 2020/2021. Her kan man flytte rett inn! Leiligheten ligger i andre etasje i en lite trafikkert gate på Tøyen, i gangavstand til alle typer fasiliteter; butikker, spisesteder, skoler, T-bane og parkanlegg. Leiligheten er som nevnt nyoppusset og har en gjennomført, moderne stil det er lett å like. Rommene har enstavs laminatgulv i varm trefarge og malte, slette veggflater i tidsriktige farger. Badet har mørke fliser i storformat, detaljer i gull, flott dusjnisje og plassbygd innredning. Stuen har et innredningsdetaljer med trespiler og et flott kjøkken med integrerte hvitevarer. Videre har leiligheten to innbydende soverom, et skjult oppbevaringsrom i entreen og lagringsplass i to disponible boder. Man. 15. mars 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210323832,210323832,NA,119220,4425284,3931,Leilighet,Eier(Selveier),2,50,50,2,1939,NA,3,317,55,24290,885915,6064,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,#HAUGERUD,"Haugerudveien 88, 0674 Oslo",3000000,Innbydende og lys 2-roms med utsikt mot marka I Balkong I Varmtvann og fyr inkl. I IN-lån I P-plass* I Heis,"Balkong/Terrasse, Heis, Ingen, gjenboere, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Livsløpsstandard"," Søn. 14. mars 1230 - 1330 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Lys og innbydende 2-roms leilighet med gjennomgående god standard. Leiligheten oppleves som romslig med en arealeffektiv planløsning. Her kan du bo godt i en flott leilighet uten innsyn med moderne fasiliteter, samt fredelige, naturskjønne omgivelser og samtidig sentralt med kort vei til servicetilbud.Lekkert flislagt bad pusset opp i 2014 Stilrent kjøkken med integrerte hvitevarerRomslig soverom med walk-in closetHerlig balkong med plass til utemøblementOpplegg for vaskemaskin og oppvaskmaskin6. etasje med heisUtsikt mot MarkaAdskilt kjøkken med integrerte hvitevarerFyring, v.v og kabel-tv/internett inkl. i felleskost.IN-ordning som gjør det mulig å redusere felleskostnadeneMulighet for leie av parkeringsplass/garasjeplassVeldrevet borettslag med solid økonomi og god vedlikeholdshistorikk Søn. 14. mars 1230 - 1330 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210323944,210323944,NA,15503,3215513,2732,Leilighet,Andel,1,42,45,6,1970,D-mørkegrønn,2,60301,50,20428,582541,200010,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,CARL BERNER,"Trondheimsveien 111 A, 0565 Oslo",3750000,Sentral og lys 2(3)-roms leilighet - Lekre detaljer - God takhøyde - Oppgradert bad fra 2019 - Flott båkgård,"Parkett, Ingen, gjenboere, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Fellesvaskeri, Bredbåndstilknytning"," Søn. 14. mars 1230 - 1330 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding Velkommen til Trondheimsveien 111 A! Er du på utkikk etter et lyst og moderne hjem du kan flytte rett inn i? Denne lekre 2(3)-roms leiligheten holder en fin standard og har en svært sentral beliggenhet med gangavstand til ""Alt"". Lys 2(3)-roms beliggende i byggets 4.etg:God størrelse med store vindusflaterOppgradert bad fra 2019Stort og separat kjøkken fra 2010/112 boder som gir gode oppbevaringsmuligheter.God takhøydeMulighet for å skape et ekstra soveromFelles sykkelbod i borettslaget.Fyring, brebånd og kabel tv inkl. i felleskostnadeneFellesvaskeriIngen forkjøpsrettHyggelig borettslag med felles, skjermet bakgård.Upåklagelig beliggenhet på sentrale Carl Berner.Godt kollektivtilbud med buss, trikk og t-baneKort vei til hyggelig parkliv og andre severdigheter. Søn. 14. mars 1230 - 1330 + Legg til i kalender Man. 15. mars 1700 - 1800 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210323328,210323328,NA,8032,3980032,4877,Leilighet,Andel,1,54,54,4,1933,G-lysegrønn,2,1285,62,NA,979025,222000,NA,Ja,NA,NA,NA,NA,NA,NA,NA
FALSE,GRØNLAND,"Platous gate 13, 0190 Oslo",3300000,Lys og pen toppleilighet med attraktiv beliggenhet! Perfekt førstegangskjøp. Heisadkomst. Fyring og VV inkl. Må sees!,"Heis, Rolig, Kabel-TV, Moderne, Sentralt, Bademulighet, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Man. 15. mars 1600 - 1700 + Legg til i kalender Tir. 16. mars 1630 - 1715 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding Helena Holthe har gleden av å ønske velkommen til Platous gate 13!Med Oslo Sentrum nesten vegg i vegg, samt nyutviklede Bjørvika og populære Sørenga kun en gangbro unna, er denne kule toppleiligheten alle storbyelskeres drøm.En rask heistur tar deg opp til denne sjarmerende leiligheten i øverste etasje. Boligen har en arealeffektiv, men samtidig sosial planløsning med plass til en koselig tv-krok samt spisegruppe. Leiligheten gir en hyggelig vibe, og alle vinduer vender ut mot rolige omgivelser. Det er lite som minner om det hektiske storbylivet utenfor - her ligger alt til rette for et trivelig hjem, hvor det er godt å trekke seg tilbake og finne roen. Dette er en leilighet for urbane livsnytere som vil ha kort vei til kulturopplevelser og et levende bymiljø.Velkommen! Man. 15. mars 1600 - 1700 + Legg til i kalender Tir. 16. mars 1630 - 1715 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210321756,210321756,NA,95512,3454973,2881,Leilighet,Eier(Selveier),1,29,29,6,1902,G-rød,2,1222,34,11508,653017,59461,NA,NA,NA,NA,NA,NA,NA,NA,NA
