new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,bruttoareal,formuesverdi,lat,long,boligselgerforsikring,fellesformue,kommunale_avg,tomt,utleiedel,festeavgift,renovert_ar,grunnflate,verditakst,festear,sikringsordning,solgtpris
FALSE,Balkeby/Majorstuen,"Holmboes gate 7A, 0357 Oslo",7400000,"Delikat, lys og gjennomgående 3-roms med peis og balkong - Stille og fredelig i grønne omgivelser - Ingen dok avg!","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt"," Søn. 2. mai 12:30 - 13:30 + Legg til i kalender Man. 3. mai 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Velkommen til Holmboes gate 7A - en gjennomgående 3-roms leilighet med en meget sentral, men samtidig skjermet beliggenhet på Majorstuen med alt av fasiliteter og servicetilbud i umiddelbar nærhet. Tilgang til stort og flott grøntareal utenfor.- Hyggelig balkong med fjordgløtt- Gjennomgående- God standard- 2 soverom som vender inn mot stille bakgård- Peis - 2 kjellerboder med gode hyllesystemer for lagring og oppbevaring- Sykkelparkering- Ingen dokumentavgift!- Varmtvann og fyring inkl.- Sentral og tilbaketrukket beliggenhet- Svært barnevennlig- Veldrevet borettslag og veldig hyggelig naboskap med bla. korps på 17. mai og julegrantenning i desember- Veldig hyggelig bakgård med mulighet for å grille- Nærhet til alt av butikker- Vinmonopol på Valkyrien senter Christine Røthe Eiendomsmegler Mobil 920 31 186 Send melding Vetle Thon Ellingsen Eiendomsmeglerfullmektig Mobil 469 47 815 Send melding Søn. 2. mai 12:30 - 13:30 + Legg til i kalender Man. 3. mai 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-23,https://www.finn.no/realestate/homes/ad.html?finnkode=211051674,211051674,209000,12620,7621620,5494,Leilighet,Aksje,2,83,83,4,1938,E-mørkegrønn,3,918,91,1835323,59.925003,10.720027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kalbakken,"Martin Skatvedts vei 6, 0950 Oslo",3000000,Solrik og gjennomgående 3-roms med sydvendt balkong - 3 boder - Vedkamin - Oppussingsobjekt!,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Kabel-TV, Sentralt, Turterreng, Offentlig, vann/kloakk, Fellesvaskeri, Bredbåndstilknytning","360° visning Tor. 29. april 1630 - 1830 Visningen vil bli avholdt individuelt + Legg til i kalender I OBOS setter vi sikkerhet og trygghet på visning høyt. For å hindre spredning av koronavirus, vil det bli de oppsatte visninger gjennomføres individuelt, ta kontakt med megler for å avtale tidspunkt for oppmøte slik at du slipper å stå og vente når andre er inne. Dersom oppsatt tidspunkt ikke passer, ta kontakt for å finne et alternativt tidspunkt. Vi henviser til bilde nr. 4 for nærmere informasjon. Velkommen til visning! Visningspåmelding OBOS Eiendomsmeglere ved Therese Eng har gleden av å presentere en stor 3-roms leilighet beliggende i 3. etasje med solrik balkong.Leiligheten framstår som et godt oppussingsobjekt med stort potensiale. Her kan du skape ditt drømmehjem.Består av romslig entré, flislagt bad/wc fra 2004, 2 gode soverom, separat romslig kjøkken og stue med utgang til sydvendt balkong.- Gjennomgående leilighet med stort potensiale- Oppussingsobjekt- Stor solrik balkong.- Peisovn- 3 boder for lagring.- Kort vei til Kalbakken senter- Fin beliggenhet, skjermet - men sentralt.- Barnevennlig.- Ingen dokumentavgift! Therese Eng Eiendomsmegler MNEF/Avdelingsleder Telefon 22 98 14 20 Mobil 932 28 085 Hjemmeside Send melding Tor. 29. april 1630 - 1830 Visningen vil bli avholdt individuelt + Legg til i kalender I OBOS setter vi sikkerhet og trygghet på visning høyt. For å hindre spredning av koronavirus, vil det bli de oppsatte visninger gjennomføres individuelt, ta kontakt med megler for å avtale tidspunkt for oppmøte slik at du slipper å stå og vente når andre er inne. Dersom oppsatt tidspunkt ikke passer, ta kontakt for å finne et alternativt tidspunkt. Vi henviser til bilde nr. 4 for nærmere informasjon. Velkommen til visning! Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=216026013,216026013,299000,15554,3314554,3695,Leilighet,Andel,2,63,63,3,1953,D-rød,3,31369,70,787205,59.950528,10.864759,Ja,45225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,St. Hanshaugen,"Herman Foss' gate 14B, 0171 Oslo",5500000,"Lys, gjennomgående og klassisk 3-roms toppleil med solrik balkong. Peis, rosett og stukkatur. Ettertraktet beliggenhet!","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt"," Søn. 2. mai 12:00 - 13:00 + Legg til i kalender Man. 3. mai 16:00 - 17:00 + Legg til i kalender Visningspåmelding Nordvik Eiendomsmegling har gleden av å presentere Herman Foss' gate 14B - En lys, klassisk og gjennomgående toppleilighet med solrik balkong. Sjarmerende leilighet med god planløsning. Lyse overflater, doble fløydører, stukkatur, rosett og takhøyde på 2,9m i stue.Verdt å merke seg:VedovnKlassiske detaljerBalkong på 3,5 m²Optimal planløsningGod vedlikeholdshistorikkKort vei til offentlig kommunikasjonMeget attraktiv beliggenhet i indre bygård og i rolig gateSystemlås på port/ytterdører/postkasse/boder (én nøkkel til alt)Mulighet til å kjøpe loftareal, for utbygging av leiligheten, under visse forutsetninger1 kjellerbod på ca. 4 m², 1 bod på ca.1 m² i oppgang, og 2 loftsboder på til sammen ca. 10 m² gulvflate Søn. 2. mai 12:00 - 13:00 + Legg til i kalender Man. 3. mai 16:00 - 17:00 + Legg til i kalender Visningspåmelding",2021-04-23,https://www.finn.no/realestate/homes/ad.html?finnkode=215902389,215902389,148789,150842,5799631,3859,Leilighet,Eier(Selveier),2,59,59,4,1898,NA,3,735,65,1174380,59.928469,10.745329,NA,19757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lambertseter,"Radarveien 50, 1152 Oslo",3680000,Fint og populært beliggende 3-roms med vestvendt balkong og helt nytt bad. Moderniseringsbehov.,"Balkong/Terrasse, Barnevennlig, Rolig, Kabel-TV, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste","360° visning Tor. 29. april 1700 - 1830 + Legg til i kalender Søn. 2. mai 1300 - 1500 + Legg til i kalender Visningspåmelding Gjennomgående og lys 3-roms med attraktiv beliggenhet!Leiligheten er attraktivt og fint beliggende, tilbaketrukket fra støy og grenser mot villabebyggelsen. Samtidig kort gange til t-bane og populære Lambertseter Senter med det du trenger. Skoler, barnehager og turmuligheter i nærheten.Helt nytt bad i regi borettslaget, forøvrig har leiligheten behov for modernisering og oppussing. Leiligheten er lys og gjennomgående med god planløsning.Kort fortalt:Gjennomgående leilighet med stort potensialHelt nytt lekkert bad i regi borettslagetVestvendt balkong 8 kvm med dag- og kveldssolSentral og barnevennlig beliggenhetFyring og varmtvann inkl i felleskostnadeneGode lagringsmuligheter med to boder, i tillegg til innvendig bod Nils Tore Gjone Avdelingsleder Telefon 22 98 89 89 Mobil 951 11 941 Hjemmeside Send melding Tor. 29. april 1700 - 1830 + Legg til i kalender Søn. 2. mai 1300 - 1500 + Legg til i kalender Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=216024418,216024418,302209,15385,3997594,5064,Leilighet,Andel,2,64,67,2,1957,F-mørkegrønn,3,40765,74,1014876,59.875172,10.807386,Ja,10305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Jessenløkken/Marienlyst,"Kirkeveien 81, 0361 Oslo",7490000,Lekker 4-roms eierleilighet beliggende i høy 1. etasje | Parkmessig og idyllisk felleshage| Varmtvann og fyring inkl.,"Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Kabel-TV, Parkett, Peis/Ildsted, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," Søn. 2. mai 13:00 - 14:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding Velkommen til Kirkeveien 81! Flott gjennomgående leilighet som ligger attraktivt og sentralt til på populære Jessenløkken, som er et boligkompleks på Fagerborg. Det er kort vei til en av hovedstadens mest populære handlegate (Bogstadveien) hvor det finnes et rikt utvalg av butikker for enhver smak. Marienlyst skole, flere barnehager og Friggfeltet i nærheten. - Flotte fellesarealer - Gjennomgående - Overflater nylig malt- Peisovn i entré- 3 romslige soverom- Lekkert bad- Klassisk kjøkken- Separat toalettrom- 2 kjellerboder- 1 loftsbod Søn. 2. mai 13:00 - 14:00 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",2021-04-23,https://www.finn.no/realestate/homes/ad.html?finnkode=216004412,216004412,105110,188624,7783734,4878,Leilighet,Eier(Selveier),3,100,100,1,1922,G-mørkegrønn,4,20303,111,1772928,59.931784,10.72342,NA,95256,NA,NA,NA,1500000,NA,NA,NA,NA,NA,NA
FALSE,Frogner,"Tidemands gate 28 B, 0260 Oslo",7800000,"Lekker 3-roms m/terrasse, garasje. Nyoppusset m/ bl.a. nytt lekkert gulv og nytt kjøkken. Felles hage. Eksklusivt område","Balkong/Terrasse, Parkett, Barnevennlig, Rolig, Kabel-TV, Sentralt, Garasje/P-plass, Turterreng, Hage, Offentlig, vann/kloakk, Bredbåndstilknytning"," Søn. 2. mai 1400 - 1500 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Nydelig klassisk selveier beliggende i meget eksklusivt og klassisk boligstrøk på Frogner. Her bor du på en liten høyde og er godt tilbaketrukket uten innsyn fra Tidemands gate. Den stille, barnevennlige og samtidig sentrale beliggenheten med nærhet til ""alt"", bidrar også til å gjøre eiendommen attraktiv.Dette er en praktisk og innholdsrik bolig med hyggelige romløsninger og gode lysforhold. Rikelig med bod- og lagerplass gjør i tillegg boligen funksjonell.Høydepunkter:Betydelig oppgradert og oppusset i 2021Lekre nye gulvHelt nytt moderne kjøkken med hvitevarerGarasjeHyggelig, usjenert, velstelt og solrik felles hageanlegg med plen, beplantning og bord/stoler.2 sovBarnevennligHyggelig sameie og flott bomiljøLeiligheten er ikke bebodd etter oppussing. Ledig pr omgående. Søn. 2. mai 1400 - 1500 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=214077893,214077893,7632,206712,8014344,3646,Leilighet,Eier(Selveier),2,68,68,1,1978,F-rød,NA,1136,74,1553163,59.9226574,10.7100054,NA,10030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Røa-Hovseter,"Hovseterveien 46A, 0768 Oslo",4590000,"Stor 3-roms, oppussingsobjekt, innglasset balkong, heis, utsikt, solrik, garasje, gjennomgående.","Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Tor. 29. april 1600 - 1700 + Legg til i kalender Visningspåmelding Velkommen til denne store 3-roms leiligheten i et veletablert boligområde på Hovseter. Leiligheten har en god beliggenhet omkranset med flotte grøntområder. Nærhet til både butikk, t-bane og buss, så vel som skole og barnehage. Røa senter like nede i veien. Oppussingsobjekt med stort potensialeGjennomgående med vinduer fra to sider gjør leiligheten lys og luftigEgen fast garasjeplassIngen dokumentavgiftStille og veletablert boligområdeLeiligheten disponerer en bod i kjellerBilfritt indre område, med sittegrupper og flott grøntanleggBorettslaget leier ut selskapslokale, gjesterom, en gjesteleilighet, og har i tillegg trimrom, bordtennisrom, snekkerrom, malerrom og rullerom. Se www.meklenborg.no for mer informasjon. Asbjørn Myrstøl Eiendomsmegler Telefon 22 86 55 50 Mobil 991 19 190 Hjemmeside Send melding Tor. 29. april 1600 - 1700 + Legg til i kalender Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=216021565,216021565,276000,15554,4881554,3931,Leilighet,Andel,2,81,95,5,1972,F-rød,3,4399,105,NA,59.948764,10.651431,Ja,39947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Vika,"Reichweins gate 6B, 0254 Oslo",11390000,Meget lekker og nyere oppusset 4/5r selveier med balkong! God takhøyde. Rosett/stukkatur. Ildsteder. Fantastisk kjøkken!,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt"," Tor. 29. april 16:30 - 17:30 + Legg til i kalender Søn. 2. mai 15:00 - 16:00 + Legg til i kalender Visningspåmelding Meget lekker 4-roms selveierleilighet beliggende flott til i populære Vika, en svært ettertraktet beliggenhet i et meget hyggelig og veletablert strøk. Leiligheten bærer preg av gjennomtenkte løsninger og holder en særdeles høy standard med fokus på kvalitet, materialvalg og detaljer.Leiligheten inneholder to fantastiske stuer, en med kjøkken, med generøs takhøyde og klassiske detaljer i kombinasjon med det moderne. I tillegg finner vi 2 gode soverom, lekkert baderom, vaskerom samt fin balkong vendt mot rolig bakgård.Verdt å merke seg:- Flere ilsteder- Takhøyde på hele 3,16 m- Kjellerbod på hele 14 kvm- Rolig og sentral beliggenhet- Lekker kjøkkeninnredning fra KVIK- Mulighet for 3 soverom. Se alternativ planskisse- Gangavstand til Aker Brygge, Tjuvholmen, Solli Plass m.m Tor. 29. april 16:30 - 17:30 + Legg til i kalender Søn. 2. mai 15:00 - 16:00 + Legg til i kalender Visningspåmelding",2021-04-23,https://www.finn.no/realestate/homes/ad.html?finnkode=215862461,215862461,107161,297062,11794223,5427,Leilighet,Eier(Selveier),2,115,115,2,1894,G-rød,4,475,130,1721515,59.9122,10.721028,NA,26090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#Ammerud,"Lilloseterveien 56, 0957 Oslo",9600000,Hel tomannsbolig over tre plan med to seksjonerte leiligheter | Tre garasjer | Flere terrasser | Mange muligheter!,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Garasje/P-plass, Turterreng"," Søn. 2. mai 1300 - 1400 + Legg til i kalender Man. 3. mai 1800 - 1900 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Lilloseterveien 56, en hel tomannsbolig over tre plan med to seksjonerte leiligheter. Dette er en innholdsrik bolig med blant annet 4 soverom, 3 stuer, 2 baderom og 2 kjøkken. Videre er det to vestvendte terrasser på ca. 44 kvm og på ca. 22 kvm, samt tre balkonger. Boligen har en dobbelgarasje, hvorav den ene plassen har EL-bil lader, og en enkelgarasje. Boligen ligger i et attraktivt og barnevennlig boligområde, med de fleste fasiliteter i nærområde. Det er godt kollektivtilbud i området med både buss og t-bane.Kort om boligen:To seksjonerte boenheterStore vindusflater som gir rikelig med lys.Åpne store flater med gode møbleringsmuligheter.3 garasjeplasser.2 markterrasser og 3 balkonger.Nærhet til marka.Populært og barnevennlig boligområde Søn. 2. mai 1300 - 1400 + Legg til i kalender Man. 3. mai 1800 - 1900 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-27,https://www.finn.no/realestate/homes/ad.html?finnkode=216019894,216019894,NA,241369,9841369,NA,Tomannsbolig,Eier(Selveier),4,266,273,NA,1982,F-oransje,7,1335,298,3091157,59.966023,10.866579,NA,NA,24130,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Fredensborg,"Rosteds gate 3 A, 0178 Oslo",3850000,Luftig og påkostet 2-R eierseksjon i oppgradert bygård (2007). God takhøyde og store vinduer. Sentral beliggenhet.,"Parkett, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Bredbåndstilknytning"," Tor. 29. april 1700 - 1800 + Legg til i kalender Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved direkte kontakt med megler. Velkommen på visning! Visningspåmelding Pen 2-R eierseksjon m/sentral beliggenhet på Fredensborg - nærhet til ""alt"" av bymessige kvaliteter. Klassisk bygård ombygget/oppgradert i 2007. Flytt rett inn til god standardLuftig romfølelse med store vinduer og god takhøyde (2,9 m i stue)Gjennomgående og god planløsningTidløst bad oppusset i 2011 med varmekabler og opplegg for vaskemaskinGodt utnyttet kjøkken med innredning fra 2007, komplett utstyrt med integrerte hvitevarerRomslig soverom vendt mot rolig bakgårdVinduer med 2-lags isolerglass fra 2006Pent opparbeidet bakgård med uteplasser for felles benyttelseBoligen disponerer fin og romslig kjellerbod på ca. 8 m²Lave fellesutgifter (kr. 2 359,-) med varmtvann inkludertNyere panelovner med integrert wifiEierseksjon med mulighet for utleie og veldrevet sameie uten lån Tor. 29. april 1700 - 1800 + Legg til i kalender Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved direkte kontakt med megler. Velkommen på visning! Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=210493304,210493304,NA,107792,3957792,2359,Leilighet,Eier(Selveier),1,38,38,1,1880,G-rød,NA,310,NA,739381,59.9192457,10.7511333,Ja,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Populære Rosenhoff!,"Dynekilgata 15, 0569 Oslo",3900000,"Romslig og flott 2-roms med herlig, innglasset balkong på 9m² med utsikt mot Oslofjorden -  Heis - Attraktivt boområde!","Balkong/Terrasse, Parkett, Heis, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Tor. 29. april 1700 - 1800 + Legg til i kalender Søn. 2. mai 1200 - 1300 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding Vi har gleden av å presentere Dynekilgata 15! Dette er en innbydende 2-roms med attraktiv beliggenhet i byggets 7. etasje. Leiligheten har en god planløsning og er preget av store vindusflater med mye naturlig lysinnslipp. Her bor du sentralt men likevel tilbaketrukket, og har nærhet til alt byen har å by på. Kort fortalt:Innglasset balkong på 9m² med fantastisk utsikt mot OslofjordenPraktisk walk-in-garderobe fra entréStue med flere innredningsmuligheterKjøkken med integrerte hvitevarerLave bokostnader med v.v., tv og internett inkl.Utebod på balkong og lagringsskap i kjellerHeis i byggetIngen dok.avgiftSentralt og attraktivt boområde med kort vei til alt av servicetilbudNærhet til en rekke tur- og rekreasjonsmuligheterMulighet for leie av parkeringsplass etter venteliste Tor. 29. april 1700 - 1800 + Legg til i kalender Søn. 2. mai 1200 - 1300 + Legg til i kalender Sammen skal vi sikre trygge visninger. Derfor gjennomfører vi visninger etter gitte forholdsregler. Kontakt megler eller meld deg på visning i knappen Visningspåmelding før visning, så finner vi en løsning som passer for deg. Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=216013315,216013315,99564,8032,4007596,2859,Leilighet,Andel,1,43,52,7,1967,D-rød,2,4801,NA,812354,59.930952,10.776633,Ja,11324,NA,NA,NA,125840,NA,NA,NA,NA,NA,NA
FALSE,Sagene/Bjølsen,"Bentsebrugata 23C, 0469 Oslo",4000000,Gjennomgående hjørneleilighet med tilbaketrukket beliggenhet og solrik balkong på beste Sagene! V.vann og fyring inkl.,"Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Tor. 29. april 16:30 - 16:45 + Legg til i kalender Tor. 29. april 17:00 - 17:15 + Legg til i kalender Tor. 29. april 17:15 - 17:30 + Legg til i kalender Tor. 29. april 16:45 - 17:00 + Legg til i kalender Søn. 2. mai 12:00 - 12:15 + Legg til i kalender Søn. 2. mai 12:15 - 13:30 + Legg til i kalender Søn. 2. mai 12:30 - 12:45 + Legg til i kalender Søn. 2. mai 12:45 - 13:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Thuva Karlsrud har gleden av å presentere Bentsebrugata 23C!Velkommen inn til lys og luftig 2-roms leiligheten på beste Sagene. Populær og sentral beliggenhet midt på Sagene med fine turmuligheter rett utenfor døren. Meget arealeffektiv leilighet. Ved første steg inn i leiligheten kommer du inn til stor og romslig entré som tar deg til alle leilighetens rom. Lys og lekker stue med gode møbleringsmuligheter, stilig og separat kjøkken, generøst soverom med stort garderobeskap som gir godt med lagring. Leiligheten er gjennomgående med gode lysforhold inn i alle rom i leiligheten som gjør at leiligheten oppleves svært lys og luftig. *Godt tilbud på offentlig kommunikasjon *Mulighet til å leie parkeringsplass*Populært og veldrevet aksjelag *Solrik balkong*Felles vaskeri*Fjernvarme Thuva Karlsrud Eiendomsmegler Mobil 454 86 057 Send melding Tor. 29. april 16:30 - 16:45 + Legg til i kalender Tor. 29. april 17:00 - 17:15 + Legg til i kalender Tor. 29. april 17:15 - 17:30 + Legg til i kalender Tor. 29. april 16:45 - 17:00 + Legg til i kalender Søn. 2. mai 12:00 - 12:15 + Legg til i kalender Søn. 2. mai 12:15 - 13:30 + Legg til i kalender Søn. 2. mai 12:30 - 12:45 + Legg til i kalender Søn. 2. mai 12:45 - 13:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=215919414,215919414,293000,12620,4305620,4009,Leilighet,Aksje,1,47,47,NA,1936,G-mørkegrønn,NA,2511,55,918673,59.938335,10.761205,NA,28312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Nordstrand/Munkerud,"Rådyrstien 10, 1164 Oslo",3950000,Sjarmerende leilighet i tomannsbolig. Idyllisk beliggenhet i barnevennlige og naturskjønne omgivelser på stor tomt!,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Sentralt, Turterreng"," Tor. 29. april 1700 - 1800 + Legg til i kalender Vi i RE/MAX Zaar & Partnere ønsker trygge visninger med minst mulig risiko for smitte. Dersom du ønsker å komme på visning ber vi deg ta kontakt i god tid på forhånd, slik at vi sammen kan finne et passende tidspunkt for din ankomst. Velkommen! Visningspåmelding Rådyrstien 10 er en sjermerende tomannsbolig (halvpart) med attraktiv og populær beliggenhet på Nordstrand/Munkerud. Boligen har stor tomt med grønn og frodig hage. Området oppleves som svært barnevennlig med lite biltrafikk. Ny og oppgradert tursti som fører deg rett til flotte turopplevelser i Østmarka.Kort vei til Sæter torg med en rekke tilbud som restauranter, frisører, kaffebarer, appotek, bokhandel, helse- og velværesenter mm.-Stor tomt-Barnevennlig-Flotte turområder-God planløsning-Peisovn Tor. 29. april 1700 - 1800 + Legg til i kalender Vi i RE/MAX Zaar & Partnere ønsker trygge visninger med minst mulig risiko for smitte. Dersom du ønsker å komme på visning ber vi deg ta kontakt i god tid på forhånd, slik at vi sammen kan finne et passende tidspunkt for din ankomst. Velkommen! Visningspåmelding",2021-04-26,https://www.finn.no/realestate/homes/ad.html?finnkode=188292460,188292460,NA,110292,4060292,NA,Leilighet,Eier(Selveier),2,67,70,NA,1956,G-oransje,3,916,76,831671,59.859553,10.819651,NA,NA,7707,NA,NA,NA,NA,NA,NA,NA,NA,NA
