new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,rom,tomteareal,festeavgift,bruttoareal,fellesformue,formuesverdi,fellesgjeld,boligselgerforsikring,renovert_ar,num,kommunale_avg,tomt,grunnflate,sikringsordning,utleiedel,festear
FALSE,TONSENHAGEN,"Ragna Nielsens vei 7, 0592 Oslo",4750000,"IDYLLISK PERLE i markagrensen. Lekker 3-roms i høy 1.etg m/ flott kjøkken og bad, samt solrik balkong og parkering*","Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng"," Søn. 25. april 11:30 - 12:30 + Legg til i kalender Visningspåmelding I en liten stikkvei i Ragna Nielsens vei finner du denne perlen. Her bor du i idylliske omgivelser med store grøntarealer utenfor og marka som nærmeste nabo.Rett utenfor blokken finner du trampoline, sandkasse, grill, bålpanne, sittegrupper og ikke minst marka.Sameiet har egne parkeringsplasser få meter fra inngangsdøren. Leiligheten ligger i en høy 1.etg, noe som gjør den perfekt for både barnefamilier og eldre. Her er det kun en trapp opp!Leiligheten er pusset opp i senere år og bærer preg av et smakfullt materialvalg.Solrik balkong på 7 kvm med usjenert beliggenhet og sol fra kl.10-20 sommertid.- Badet ble pusset opp i 2013 av KM Bygg & Rehab AS- Ikea-kjøkken m/integrerte hvitevarer- Kjeller- og loftsbod på 7,5 og 11 kvm Søn. 25. april 11:30 - 12:30 + Legg til i kalender Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=215141550,215141550,120092,4870092,3924,Leilighet,Eier(Selveier),2,67,67,1,1955,F-mørkegrønn,NA,4511,NA,74,20566,936381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Bentsebrugata 10, 0476 Oslo",4650000,Lekker 2- roms sentralt beliggende i klassisk Torshovgård med nærhet til alt. Bør ses!,"Peis/Ildsted, Parkett, Rolig, Kabel-TV, Sentralt, Turterreng, Fellesvaskeri","360° visning Søn. 25. april 1300 - 1400 + Legg til i kalender Man. 26. april 1700 - 1800 + Legg til i kalender Visningspåmelding Velkommen til Bentsebrugata 10! En flott, gjennomgående 2-roms leiligheten sentralt beliggende på Torshov med nærhet til parker, butikker, kollektivtransport, restauranter og turstier som virkelig er verdt å se. Boligen har en god takhøyde og store vindusflater som slipper inn godt med naturlig lys og gir en god romfølelse. Boligen er oppgradert i 2014 med nytt bad og WC samt 1-stavs eikeparkett i gang og kjøkken. Malte overflater fra 2020/21. Populær og klassisk bygård med en hyggelig og sjarmerende bakgård.Kort om boligen: Kjelllerbod på 7,3 kvm + loftsbod med gulvareal ca 4,5 kvm.Romslig soverom god med plass til dobbeltseng og garderobeløsning.Separat kjøkken oppgradert i 2014.Opplegg for vaskemaskin og integrert oppvaskmaskin på kjøkken. Fredrik Campbell Pedersen Eiendomsmeglerfullmektig Telefon 22 98 89 50 Mobil 994 23 623 Hjemmeside Send melding Søn. 25. april 1300 - 1400 + Legg til i kalender Man. 26. april 1700 - 1800 + Legg til i kalender Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215256406,215256406,8060,4874060,3874,Leilighet,Andel,1,53,53,2,1919,F-oransje,2,415,69932,60,NA,1004401,216000,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#VOLLEBEKK / LUNDEN,"Lunden 35, 0598 Oslo",6200000,Romslig 4-roms endeleilighet | Vestvendt terrasse på 14 kvm | Garasjeplass | Lave bokostnader | Meget barnevennlig!,"Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Garasje/P-plass, Turterreng, Bredbåndstilknytning"," Søn. 25. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til Lunden 35! - Romslig 4-roms endeleilighet med vestvendt terrasse på 14,6 kvm. Trappefri adkomst med utsyn mot rolig tun. Leiligheten har god planløsning med romslige og lyse rom. Tek 10 standard og innholdsrik med lys 3-stavs eikeparkett, vannbåren gulvvarme, balansert ventilasjon og HTH kjøkken. Leiligheten disponerer også én parkeringsplass og sportsbod i garasjekjeller. Området er meget barnevennlig med umiddelbar nærhet til skole og barnehage. Ellers nærhet til offentlig kommunikasjon, sentere, dagligvarebutikker og marka..Nyere bygg fra 2019/20Lave bokostnader; tv/internett og oppvarming inkl. i felleskostnaderTrappefri adkomstGod planløsning med romslige romVannbåren gulvvarme i entré, bad og stueBalansert ventilasjonGarasjeplass med direkte heis adkomst Søn. 25. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215255852,215255852,164019,6364019,3615,Leilighet,Eier(Selveier),3,81,81,NA,2019,C-mørkegrønn,4,12025,NA,90,13670,1310614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Majorstuen,"Maries gate 9B, 0368 Oslo",3900000,"Innbydende og svært arealeffektiv 2-roms med solrik balkong, heis, god takhøyde og super beliggenhet  - Parkering*","Balkong/Terrasse, Bredbåndstilknytning, Garasje/P-plass, Kabel-TV, Parkett, Rolig, Sentralt, Turterreng"," Søn. 25. april 13:30 - 14:30 + Legg til i kalender Man. 26. april 18:00 - 19:00 + Legg til i kalender Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding Innbydende, lys og moderne 2-roms leilighet med solrik balkong, heis, god takhøyde og super beliggenhet. Hele leiligheten, med unntak av badet, ble totaloppusset i 2018 med smakfull stil, gode materialer og smarte løsninger. Leiligheten oppleves som romslig og har en arealeffektiv planløsning med gode innredningsmuligheter. Stuen har store vindusflater, takhøyde på 2,62 m og utgang til en stor, solrik balkong. Parkering etter venteliste/ansiennitet.Kort fortalt- Heis- Store vinduer- God takhøyde- Solrik balkong- Oppusset i 2018 - Kjøkken fra 2018- Super beliggenhet- Arealeffektiv planløsning- V.vann og fyring inkl. i felleskost.- El-anlegg og sikringsskap fra 2018- Parkering etter venteliste/ansiennitet- Godt med oppbevaringsplass i skap og to tilhørende kjellerboder Søn. 25. april 13:30 - 14:30 + Legg til i kalender Man. 26. april 18:00 - 19:00 + Legg til i kalender Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Husk også å lese salgsoppgave før visning. Visningspåmelding",2021-04-18,https://www.finn.no/realestate/homes/ad.html?finnkode=215219288,215219288,99862,4040935,2733,Leilighet,Eier(Selveier),1,31,31,3,1949,NA,2,1249,NA,35,12601,833408,41073,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Hovseter / Røa,"Hovseterveien 84 D, 0768 Oslo",3790000,Lys og pen 2-roms leilighet | Balkong m/ fantastisk utsikt | Garasje* | Heis | Varmtvann inkl. | Bad 2018 | Kjøkken 2016,"Balkong/Terrasse, Heis, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Utsikt, Bredbåndstilknytning, Lademulighet"," Søn. 25. april 1130 - 1230 + Legg til i kalender Tir. 27. april 1600 - 1700 + Legg til i kalender Vi ønsker trygge visninger og har innført tiltak som sikrer at visningene vil bli gjennomført uten trengsel og med 1,5 meter avstand, enten det er fellesvisning eller det avtales privatvisninger. Vi oppfordrer alle til å benytte linken ""påmelding til visning"". Visningspåmelding Velkommen til Hovseterveien 84 D - En lys, romslig og moderne 2-roms i 7. etasje.Ønsker du å bo nærme marka, men samtidig ha kort vei til sentrum og alt byen har å by på? - Da er denne boligen for deg!Fra du går ut av bygget bruker du ca. 5 min på å gå til T-banen, som igjen tar deg ned til Nationaltheateret på ca. 11 min.HØYDEPUNKTERTrappefri adkomst med heis i byggetOpsjon på garasjeplass m/ mulighet for elbil lader (vil medføre økning av fellesgjeld og felleskostnader)Lekkert bad fra 2018Kjøkken fra 2016Gulv og vegger oppusset i 2016Walk-in garderobe og omkledningsromRomslig balkong med fantastisk utsiktFelleskost. inkl. TV, internett, varmtvann og garasjeKort vei til altFellesgjeld vil nedjusteres etterhvert Søn. 25. april 1130 - 1230 + Legg til i kalender Tir. 27. april 1600 - 1700 + Legg til i kalender Vi ønsker trygge visninger og har innført tiltak som sikrer at visningene vil bli gjennomført uten trengsel og med 1,5 meter avstand, enten det er fellesvisning eller det avtales privatvisninger. Vi oppfordrer alle til å benytte linken ""påmelding til visning"". Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215253039,215253039,15504,4352594,4609,Leilighet,Andel,1,50,52,7,1975,D-rød,NA,2114,NA,56,53860,970979,547090,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,,"Gabels gate 1, 0272 Oslo",7500000,"Spennende selveier hjørneleilighet med moderniseringsbehov. God takhøyde, stukkatur, rosett og ildsted. Sentral og rolig","Barnevennlig, Bredbåndstilknytning, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt"," Tor. 22. april 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Velkommen til Gabels gate 1!Dette er en romslig 3-roms hjørneleilighet med store vinduer som gir godt med lys. Beliggende på hjørnet i rolig sidegate på Skillebekk.Leiligheten trenger modernisering, men har unike detaljer som stukkatur, rosett og god takhøyde.Kjøkken med integrerte hvitevarer. Flislagt bad med badekar, servant og toalett. I tillegg separat toalett i gangen.Hovedsoverom med doble dører inn til stuen. Lys hjørnestue med ildsted.Soverom to vender inn mot rolig bakgård.Leiligheten disponerer to romslige boder og har egen inngang inn fra felles inngangsparti. Tor. 22. april 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=215251626,215251626,188842,7688842,2461,Leilighet,Eier(Selveier),2,91,93,1,1900,G-rød,3,531,NA,97,230800,1695800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Skogen / Holmenkollens solside,"Arnulf Øverlandsvei 210, 0763 Oslo",7850000,Hyggelig 4-roms over to plan | Vestvendt terrasse m/ fantastisk utsikt | Garasje m/ lader | Marka rett utenfor døra,"Balkong/Terrasse, Peis/Ildsted, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Garasje/P-plass, Bademulighet, Turterreng, Utsikt, Bredbåndstilknytning, Lademulighet"," Søn. 25. april 1300 - 1400 + Legg til i kalender Man. 26. april 1600 - 1700 + Legg til i kalender Visningspåmelding Hyggelig leilighet over to plan beliggende i Skogen Boligsameie. Boligen har en idyllisk beliggenhet med umiddelbar nærhet til marka og fantastiske turmuligheter. Høyt og fritt beliggende med vestvendt terrasse med gode sol- og utsiktsforhold og mulighet for fantastiske solnedganger.Leiligheten går over to plan med oppholdsrom i form av delvis åpen stue- og kjøkkenløsning på øverste plan. I underetasjen finner man tre soverom, to bad og innvendig bod.Med leiligheten følger garasjeplass m/ lader og det er kort vei til både t-bane og buss.Oppsummert:Hyggelig 4-roms over to planMarka rett utenfor dørenEgen inngang fra bakkeplanSportsbod rett utenforVestvendt terrasse med gode sol- og utsiktsforholdGarasjeplass m/ lader til el-bil/hybridNært off. komm.T-bane m/ adkomst via heis i sameiet Søn. 25. april 1300 - 1400 + Legg til i kalender Man. 26. april 1600 - 1700 + Legg til i kalender Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215252988,215252988,205270,8121633,5006,Leilighet,Eier(Selveier),3,103,106,6,1983,G-oransje,NA,36703,NA,117,28952,1671682,66363,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Brekke/Frysja,"Brekkeveien 14, 0884 Oslo",6450000,Pen 3-roms hjørneleilighet fra 2011|Beliggenhet rett v/ marka og gode servicetilbud|Garasjeplass m/ladeboks|Balkong|Heis,"Balkong/Terrasse, Bredbåndstilknytning, Garasje/P-plass, Heis, Kabel-TV, Parkett, Turterreng, Lademulighet"," Søn. 25. april 14:00 - 15:00 + Legg til i kalender Man. 26. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding Flott 3-roms hjørne/endeleilighet i et attraktivt boligområde på Brekke (Frysja) med markagrensen og Maridalsvannet som nærmeste nabo. Leiligheten var ny i 2011 og holder generelt god standard. God planløsning med entré med skyvedørsgarderobe, romslig bad, 2 soverom, stue/kjøkken med utgang til stor balkong. I tilknytning til hovedsoverommet er det en praktisk bod for ekstra oppbevaringsmuligheter. Boligen har også i tilegg 2 boder i kjelleretasjen samt garasjeplass med ladeboks til elbil.Fra boligen er det kort avstand til badeplasser, matbutikker, skole, offentlig kommunikasjon og flere andre servicetilbud. Sammenhengende gang- og sykkelstier langs Akerselva fører deg direkte ned til sentrum gjennom Nydalen med alle sine butikker, kafeér og restauranter.Velkommen til visning! Søn. 25. april 14:00 - 15:00 + Legg til i kalender Man. 26. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=215088512,215088512,162592,6612592,4004,Leilighet,Eier(Selveier),2,73,77,2,2011,C-mørkegrønn,3,4842,NA,85,16752,1616430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Kjelsås,"Kurveien 5, 0495 Oslo",7500000,Pen og romslig 3-roms i 4. etasje med stor sydvestvendt terrasse. Sentralt|Heis|Peis|Garasje|Kort vei til marka,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Kabel-TV, Parkett, Peis/Ildsted, Rolig, Utsikt, Turterreng"," Tor. 22. april 17:00 - 18:00 + Legg til i kalender Søn. 25. april 16:00 - 17:00 + Legg til i kalender Visningspåmelding Flott 3-roms leilighet i et av Kurveiens mest populære sameier. God intern beliggenhet i nest øverste etasje og har en herlig terrasse på 22 kvm med fine utsikts- og solforhold.Leiligheten har god planløsning med romslig entré/hall med fin garderobeløsning, 2 gode soverom, romslig bad og en fin stue/kjøkkenløsning med peis. Boligen holder en god standard og har vært pent vedlikeholdt gjennom årene. Det medfølger garasjeplass med heisadkomst til leilighetsplan og det er god lagringsplass i totalt 3 boder. Leiligheten ligger høyt og fritt til i et meget rolig boligområde nær marka, hovedsakelig bestående av villa-, blokk og småhusbebyggelse. Denne delen av Kurveien er en svært rolig og lite trafikkert blindvei med gode solforhold.Velkommen! Tor. 22. april 17:00 - 18:00 + Legg til i kalender Søn. 25. april 16:00 - 17:00 + Legg til i kalender Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=215118867,215118867,190819,7769916,3411,Leilighet,Eier(Selveier),2,81,81,4,1984,E-oransje,3,1885,NA,89,30242,1489844,79097,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ellingsrud / Karihaugen,"Henrik Sørensens vei 12, 1065 Oslo",3100000,"Pen, gjennomgående 3-roms med god planløsning og solrik balkong. Garasjeplass. Kort vei til butikk, buss/tbane og marka.","Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Kabel-TV, Parkett, Sentralt, Vaktmester-/vektertjeneste"," Søn. 25. april 12:00 - 13:00 + Legg til i kalender Tir. 27. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding Lys og romslig 3-roms leilighet i veldrevet borettslag på Karihaugen/Ellingsrud. Leiligheten har en fin intern beliggenhet med rolige og barnevennlige omgivelser. Høy 1. etasje med gjennomgående planløsning og romslige rom. Fra stuen er det utgang til en herlig vestvendt balkong på ca 15 kvm og på sommerstid kan solen nytes fra rundt kl 13-20. Garasjeplass og romslig bod medfølger leiligheten. Fellesvaskeri i borettslaget.Fra leiligheten er det kort vei til det meste av hverdagsnødvendigheter med søndagsåpen Jokerbutikk, buss/t-bane, barnehager/skoler og flotte Østmarka som byr på gode turmuligheter både sommer og vinter. Kort vei til flere butikker og gode servicetilbud bl.a. på Metro, Triaden og Stovner senter.Velkommen til Henrik Sørensens vei 12! Søn. 25. april 12:00 - 13:00 + Legg til i kalender Tir. 27. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=215045193,215045193,8626,3234276,3059,Leilighet,Andel,2,70,70,1,1971,D-rød,3,85115,NA,74,8482,842221,125650,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Sagene/Iladalen,"Griffenfeldts gate 19D, 0460 Oslo",3850000,Lys og luftig 2-roms endeleilighet med fin beliggenhet rett v/Iladalen.  Vv. og fyring inkludert. IN-ordning.,"Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Sentralt, Vaktmester-/vektertjeneste"," Tor. 22. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding Velkommen til Griffenfeldts gate 19 D! En romslig og flott 2-roms, beliggende rett ved Iladalparken. Her har du en innbydende hjørneleilighet med en god intern beliggenhet, i byggets 4.etasje.God planløsning kombinert med store vindusflater, god takhøyde og store gode rom bidrar til et åpent og luftig inntrykk, samt god romfølelse!Her bor man svært sentralt til, med umiddelbar nærhet til grønne parker og turstier langs Akerselva. Kort vei til Grünerløkka, St. Hanshaugen, Alexander Kiellands plass som byr på er rikt utvalg av kafeer, spisesteder og butikker. Høydepunkt:Oppgradert elektrisk anlegg i 2017Nye vinduer i 2017Flater oppgradert i 2017 Originale tregulvWalk-inFyring, Vv. og bredbånd inkl.2 stk. boderIngen forkjøpsrett eller dok.avgift. Tor. 22. april 17:00 - 18:00 + Legg til i kalender Visningspåmelding",2021-04-17,https://www.finn.no/realestate/homes/ad.html?finnkode=210362091,210362091,12620,4214620,4457,Leilighet,Aksje,1,57,57,4,1940,G-mørkegrønn,NA,2043,167426,64,45918,1046318,352000,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,REKKEHUSFØLELSE I TIEDEMANNSBYEN,"Sigurd Hoels vei 108, 0655 Oslo",6400000,Lys og tiltalende 3-roms med terrasse og hagedel - Skjermet og usjenert - Garasje - Svært barnevennlig,"Balkong/Terrasse, Parkett, Heis, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Bredbåndstilknytning, Lademulighet"," Tor. 22. april 1200 - 1300 + Legg til i kalender Søn. 25. april 1430 - 1530 + Legg til i kalender pAvtal visningstidspunkt: Proaktiv skal sikre trygge visninger for så vel selger, interessenter og megler. Kontakt derfor megler for å få oppmøtetidspunkt innenfor annonsert visning, eller for å avtale privatvisning. Gi beskjed til megler om du er i risikogruppen eller sitter i karantene, så finner vi gode løsninger. Visningspåmelding Kun tre t-banestopp unna Jernbanetorget, omkranset av Lille Tøyen, Hasle, Kampen og Vålerenga, ligger Tiedemannsbyen på Ensjø. Her bor man i rolige og barnevennlige omgivelser med store grøntarealer, bålplasser, vannspeil og lekeplasser rett utenfor døren.Lys og svært tiltalende 3-roms selveierleilighet fra 2012. Leiligheten ligger i en usjenert 1.etg, med stor markterrasse og hagedel, noe som gir deg følelsen av å bo i rekkehus. Området er svært barnevennlig.- ""Easy living""- Garasjeplass- Stor markterrasse, samt hage- Sol fra tidlig dag til tidlig kveld- Innholdsrikt Noremakjøkken- Delikat baderom- 2 soverom- Kjellerbod, innvendig bod, samt utebod- Varmtvann og fjernvarme er inkludert - Direkte nærhet til fine uteområder med lekeplass- Kort vei til ""alt"" Tor. 22. april 1200 - 1300 + Legg til i kalender Søn. 25. april 1430 - 1530 + Legg til i kalender pAvtal visningstidspunkt: Proaktiv skal sikre trygge visninger for så vel selger, interessenter og megler. Kontakt derfor megler for å få oppmøtetidspunkt innenfor annonsert visning, eller for å avtale privatvisning. Gi beskjed til megler om du er i risikogruppen eller sitter i karantene, så finner vi gode løsninger. Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215250017,215250017,168242,6568242,2745,Leilighet,Eier(Selveier),2,69,73,1,2012,C-mørkegrønn,3,3545,NA,NA,21108,1325930,NA,Ja,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# TORSHOV / SANDAKER,"Hans Nielsen Hauges gate 12, 0481 Oslo",4300000,"Lys og sjarmfull 2-roms toppleil. vendt mot rolige gårdsrom | Brannbalkong | God takhøyde | Fiber, varmtv/fyring inkl.","Balkong/Terrasse, Barnevennlig, Rolig, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Søn. 25. april 1200 - 1300 + Legg til i kalender Man. 26. april 1630 - 1730 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en romslig og fin 2-roms toppleilighet med attraktiv beliggenhet på Torshov/Sandaker. Leiligheten ligger høyt og fint i 4. etasje og har god intern beliggenhet vendt mot rolige fellesareal på begge sider. Gjennomgående og arealeffektiv planløsning, god takhøyde og store vindusflater som gir gode lysforhold og en luftig romfølelse!Lys og pen stueOriginale tregulvSeparat kjøkken med hvitevarer som følgerFlislagt bad fra 2007 (i regi av aksjelaget) med opplegg for vaskemaskinStort soverom med garderobeskapHyggelig, liten brannbalkong mot gårdsromEntré med kottRomslig kjellerbodFlotte bakgårder (oppgraderes i disse dager)Varmtvann/fyring (bergvarme) inkl.Fiber fra Homenet inkl.Ingen forkjøpLave omk.Kort vei til serveringssteder, butikker, parker, samt et ypperlig kollektivtilbud! Søn. 25. april 1200 - 1300 + Legg til i kalender Man. 26. april 1630 - 1730 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215249714,215249714,15807,4491568,3493,Leilighet,Aksje,1,55,56,4,1933,F-gul,2,6583,NA,62,10323,1032412,175761,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,#Rosenhoff/Sinsen,"Sinsenveien 22, 0572 Oslo",3950000,3-roms med to solrike balkonger og god standard! Kjøkken fra 2019 og bad fra 2010. Varmtvann og fyring inkl.,"Balkong/Terrasse, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning"," Tor. 22. april 1700 - 1800 + Legg til i kalender Søn. 25. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Velkommen til en lys 3-roms med attraktiv og sentral beliggenhet i et hyggelig nabolag på Rosenhoff/Sinsen. Dette er en gjennomgående leilighet som ligger fint til i 2 etasje med god takhøyde, samt store vindusflater fra begge sider.Vestvendt balkong med gode solforhold på ettermiddag/kveldØstvendt balkong med utgang fra hovedsoveromLys og romslig stueKjøkken fra 2019 med integrerte hvitevarer To gode soveromFislagt bad fra 2010 (i regi av sameie)KjellerbodAkonto oppvarming og varmtvann inkl. -Godt utleieobjektNærhet til butikker, treningssentre, skoler og barnehager, parker, samt kollektivtilbud med trikk, buss og T-bane! Tor. 22. april 1700 - 1800 + Legg til i kalender Søn. 25. april 1400 - 1500 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-19,https://www.finn.no/realestate/homes/ad.html?finnkode=215249674,215249674,110539,4172138,3814,Leilighet,Eier(Selveier),2,53,53,2,1939,G-lysegrønn,3,3778,NA,58,9123,924643,111599,NA,NA,NA,NA,NA,NA,NA,NA,NA
