new_building,location,address,price,title,facilities,description_text,date_changed,ad_url,id,num,omkostninger,totalpris,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,formuesverdi,fellesgjeld,felleskost_mnd,etasje,rom,fellesformue,sikringsordning,festeavgift,tomt,kommunale_avg,grunnflate,renovert_ar,festear,utleiedel
FALSE,Topp-/endeleilighet på Briskeby/Frogner,"Niels Juels gate 64, 0262 Oslo",10700000,Sjelden anledning! Leilighet med 2 terrasser på totalt 37 kvm - Utsikt og solrikt - Heis - Høy standard - Parkering*,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt"," Tor. 15. april 16:00 - 16:20 + Legg til i kalender Tor. 15. april 16:20 - 16:40 + Legg til i kalender Tor. 15. april 16:40 - 17:00 + Legg til i kalender Tor. 15. april 17:00 - 17:20 + Legg til i kalender Tor. 15. april 17:20 - 17:40 + Legg til i kalender Tor. 15. april 17:40 - 18:00 + Legg til i kalender Søn. 18. april 15:20 - 15:40 + Legg til i kalender Søn. 18. april 15:40 - 16:00 + Legg til i kalender Man. 19. april 17:00 - 17:20 + Legg til i kalender Man. 19. april 17:20 - 17:40 + Legg til i kalender Man. 19. april 17:40 - 18:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Velkommen til Niels Juels gate 64, en moderne og nydelig topp-/endeleilighet! Leiligheten befinner seg i 6. etg. med heis i en funkisgård tegnet av ark. Otto V. Juell, oppført i 1939. Boligen oppleves som svært luftig, skjermet fra lyd og innsyn på tross av den sentrale beliggenheten. Innvendig ble leiligheten omfattende pusset opp i 2016 med nytt bad, kjøkken, delvis endret planløsning, elektriske, overflater, m.m. I tillegg er leiligheten nymalt i år i tidsriktige og delikate farger. Her kan du med andre ord flytte rett inn!Kort fortalt:- Høy standard innvendig.- God takhøyde på ca. 2,7 m.- 1 sydvestvent terrasse på ca. 25 kvm, 1 nordøstvendt terrasse på ca. 12 kvm.- Veldrevet sameie.- *Sameiet disponerer parkeringsplasser fordelt etter venteliste (p.t. ingen på venteliste). Tor. 15. april 16:00 - 16:20 + Legg til i kalender Tor. 15. april 16:20 - 16:40 + Legg til i kalender Tor. 15. april 16:40 - 17:00 + Legg til i kalender Tor. 15. april 17:00 - 17:20 + Legg til i kalender Tor. 15. april 17:20 - 17:40 + Legg til i kalender Tor. 15. april 17:40 - 18:00 + Legg til i kalender Søn. 18. april 15:20 - 15:40 + Legg til i kalender Søn. 18. april 15:40 - 16:00 + Legg til i kalender Man. 19. april 17:00 - 17:20 + Legg til i kalender Man. 19. april 17:20 - 17:40 + Legg til i kalender Man. 19. april 17:40 - 18:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214346743,214346743,NA,268862,10970736,Leilighet,Eier(Selveier),3,94,94,1939,G-mørkegrønn,799,104,NA,1840429,1874,5055,6,5,34576,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Bergkrystallen / Lambertseter,"Grusveien 26, 1157 Oslo",3300000,Pen gjennomgående 2-roms med vestvendt balkong - Bad pusset opp i regi brl. - Nye vinduer - Fyring og vv. inkl. - Stille,"Balkong/Terrasse, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Søn. 18. april 1500 - 1600 + Legg til i kalender Man. 19. april 1730 - 1830 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding PrivatMegleren har gleden av å presentere Grusveien 26. Lekker gjennomgående 2-roms leilighet med god planløsning på lite høydedrag i stille blindvei på Lambertseter. Leiligheten er gjennomgående og har en arealeffektiv planløsning med bl.a entré, kott/walk-in-garderobe, flislagt baderom, separat kjøkken og soverom. Stuen har store vindusflater, gode lysforhold og oppleves luftig. Det er utgang til vestvendt solrik balkong på ca. 4m² fra stuen.Noen kvaliteter:Balkong med ettermiddag- og kveldssolPent baderom fra 2014, totalrenovert i regi brlVannbåren gulvvarme på bad/wcSeparat kjøkken med spisebord ved vinduMulighet for 2 soverom ved å flytte kjøkkenVarmtvann og fyring inkl. i felleskostnadeneKjellerbod og bod i leilighetenVeldrevet og populært borettslagRask avklaring forkjøpsrett Søn. 18. april 1500 - 1600 + Legg til i kalender Man. 19. april 1730 - 1830 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214465718,214465718,NA,15554,3507554,Leilighet,Andel,1,51,55,1958,G-mørkegrønn,66292,61,Ja,876526,192000,3161,1,NA,12730,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Bøler,"Bølerlia 159, 0689 Oslo",3900000,"Flott 3-roms endeleilighet. Garasjeplass. Vestvendt balkong på 7,5 m² med gode solforhold. Østmarka som nærmeste nabo.","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng"," Søn. 18. april 15:00 - 16:00 + Legg til i kalender Man. 19. april 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Bølerlia 159 har en idyllisk beliggenhet helt inntil Østmarka. Leiligheten kan skilte med grønt utsyn og ingen gjenboere. Gangavstand til Bøler T-banestasjon (11 minutters gange) med opptil 8 avganger timen og kun 5 minutters gange til Rema 1000 gjør hverdagen enklere. Ønsker man naturopplevelser finner man blant annet Ulsrudvannet og Nøklevann med fine badeplasser og turstier/skiløyper i vakre Østmarka. Garasjeplass i rekke medfølger.Et innbydende hjem med god standard og utgang til en vestvendt balkong på 7,5 m² med ettermiddags- og kveldssol. Man kan man vente seg et delikat flislagt bad, et adskilt kjøkken fra Kvik, to svalt beliggende soverom og stue med peisovn. To gode boder medfølger boligen. Ingen forkjøpsrett i borettslaget. Mikael Lilletvedt Eiendomsmegler Mobil 951 82 399 Send melding Daniel Nielsen Eiendomsmegler Mobil 913 92 733 Send melding Søn. 18. april 15:00 - 16:00 + Legg til i kalender Man. 19. april 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-10,https://www.finn.no/realestate/homes/ad.html?finnkode=214354021,214354021,NA,1132,3958737,Leilighet,Andel,2,68,68,1960,G-oransje,62383,76,NA,945294,57605,2938,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Ammerud,"Ammerudveien 52, 0958 Oslo",2590000,Attraktiv 1-roms med standard fra 2017 - Balkong på 8 m² - Varmtvann og fyring inkludert - Perfekt førstegangskjøp,"Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Søn. 18. april 16:00 - 17:00 + Legg til i kalender Ons. 21. april 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Trym Skaare v/ DNB Eiendom har gleden av å presentere Ammerudveien 52!Dette er en moderne 1-roms leilighet i høy førsteetasje som ble renovert i 2017 og har i tillegg til en god standard, flere fine kvaliteter. Korte trekk:- HTH kjøkken fra 2017- Bad fra 2017 - Opplegg for vaskemaskin- 1 stavs parkett- Store vindusflater som slipper inn rikelig med sollys- Lave månedlige utgifter med både varmtvann og fyring inkludert.- Vestvendt balkong på ca. 8 m² med port ut mot borettslagets flotte fellesarealer- Ingen gjenboere- Heisadkomst- Bygd etter TEK 17 med handicappvennlig utforming. - Garanti på leiligheten med gjenstående tid da den ble etablert i 2017. Trym Opsahl Skaare Eiendomsmegler Mobil 957 99 644 Send melding Didrik Klæstad Temte Eiendomsmegler Mobil 900 17 866 Send melding Søn. 18. april 16:00 - 17:00 + Legg til i kalender Ons. 21. april 16:30 - 17:30 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-10,https://www.finn.no/realestate/homes/ad.html?finnkode=214322438,214322438,NA,8626,2797626,Leilighet,Andel,0,31,31,1967,D-lysegrønn,27802,34,NA,464932,199000,2818,1,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA
FALSE,FRYSJA / KORSVOLL,"Brekkelia 3D, 0882 Oslo",3400000,Usjenert og lys 1R med funksjonell planløsning. Alkove. Peis. Nytt bad og kjøkken 2017. Utsikt mot Grefsenkollen!,"Peis/Ildsted, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Fiskemulighet, Bademulighet, Turterreng, Offentlig, vann/kloakk, Garasje/P-plass, Utsikt, Vaktmester-/vektertjeneste, Fellesvaskeri, Bredbåndstilknytning, Lademulighet"," Søn. 18. april 1100 - 1200 + Legg til i kalender Man. 19. april 1815 - 1915 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Brekkelia 3 D. Attraktivt beliggende leilighet ved starten av Maridalen og inngangsporten til marka! Veldrevet borettslag som ligger idyllisk til ved Akerselva. Flotte grøntareal med blant annet gressplen, beplantning, sittegruppe med grill og lekeplass.Leiligheten ligger usjenert til i 2.etasje, med store vindusflater som slipper inn rikelig med naturlig lys og nydelig utsikt mot Grefsenkollen. Overflatene er lyse og moderne. Her kan man flytte rett inn!Praktisk sovealkoveLekkert kjøkken med romslig kjøkkeninnredning fra 2017Delikat baderom fra 2017Nytt trestavs parkettgulv 2017Nye overflater 2017Vedovn i stueMulighet for rimelig parkering- og garasjeleieLave felleskostnaderIngen dokumentavgiftIngen forkjøpsrettGodt utvalg av offentlig transportRolig og idyllisk beliggenhet Søn. 18. april 1100 - 1200 + Legg til i kalender Man. 19. april 1815 - 1915 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214462088,214462088,NA,8060,3419060,Leilighet,Andel,NA,40,40,1959,D-rød,15579,44,Ja,857880,11000,2224,2,NA,10855,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,POPULÆRE ST. HANSHAUGEN,"Bjerregaards gate 26B, 0172 Oslo",4790000,Lys og fin 3-R selveierleil. m/ balkong: Oppgradert 2021: Nymalt | Nytt gulv | Mulighet for peis | Attraktiv Beliggenhet,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste"," Tor. 15. april 17:00 - 18:00 + Legg til i kalender Søn. 18. april 13:00 - 14:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. 47267486 eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding NB: Mulig stukkatur og rosett er skjult over taket.Bjerregaards gate 26 B er en meget pen og betydelig påkostet 3-roms selveierleilighet. Den ligger i fjerde etasje av klassisk bygård, i et sentralt og rolig område ca. 150 meter fra St. Hanshaugen park. Fra leiligheten er det utgang til en herlig balkong med utsyn til blå himmel, gaten, og med sol fra morgen til ettermiddag. Leiligheten ble totaloppusset i 2011 og fikk ny planløsning. Det er store vinduer, flotte lysforhold og vakkert nytt gulv på kjøkkenet og entréen med varme. Videre finnes et delikat bad som ble renovert av fagfolk i 2011, en innbydende entré og to disponible boder. En i kjeller og en på loftet samt en på deling med naboen i trappeoppgangen. Adnan Nabi Eiendomsmegler Mobil 472 67 486 Send melding Lucie Tran Fagansvarlig / Eiendomsmegler Mobil 980 27 690 Send melding Tor. 15. april 17:00 - 18:00 + Legg til i kalender Søn. 18. april 13:00 - 14:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. 47267486 eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-10,https://www.finn.no/realestate/homes/ad.html?finnkode=214444357,214444357,NA,123159,4995863,Leilighet,Eier(Selveier),2,54,54,1902,G-rød,862,60,NA,1113687,82704,3699,4,3,NA,NA,NA,NA,NA,NA,2021,NA,NA
FALSE,ABILDSØ/LILLE LANGERUD,"Langerudsvingen 29, 1187 Oslo",5300000,"Familievennlig leil. o/2 plan i 4-mannsbolig m/loftstue, 31m² balkong & parsell m/markterass|Bad(2019)|Ny fasade kommer!","Balkong/Terrasse, Barnevennlig, Fellesvaskeri, Garasje/P-plass, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Turterreng, Lademulighet"," Søn. 18. april 12:00 - 13:00 + Legg til i kalender Man. 19. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Velkommen til Langerudsvingen 29! En innholdsrik 3- R selveierleili. over 2 plan med loftstue, syd-vestvendt balkong på 31m² med lite innsyn og parsell hage i et familievennlig bomiljø på Abildsø. Planlagt rehabilitering av utvendig fasade/bytting av vinduer i regi av sameiet våren 2021.- Disponerer p-plass m/ladestasjon (på stolpe) pt.- Stor solrik balkong på 31m² m/ bod på ca. 2,5m²- Eksklusiv bruksrett til parsell (hage m/markterrasse på 17m²)- 2 soverom i 2. etasje samt loftstue/innredet rom som har vært benyttet som soverom nr. 3 av selger- Rålekkert utvidet bad (2019) & toalettrom i 3.etg.- Skullerud sportssenter og Oslo klatresenter i nærheten- Nært buss og T-bane på Skullerud- Nærhet til Østensjøvannet og Østmarka- Svært barnevennlig boligområde på Abildsø/Lille Langerud Kaja Zeiner Eiendomsmegler Mobil 909 75 790 Send melding Jørgen Solie Eiendomsmegler / Fagansvarlig Telefon 414 74 810 Mobil 414 74 810 Send melding Søn. 18. april 12:00 - 13:00 + Legg til i kalender Man. 19. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-10,https://www.finn.no/realestate/homes/ad.html?finnkode=214116513,214116513,NA,133842,5433842,Leilighet,Eier(Selveier),2,85,85,1951,F-gul,10989,95,NA,1125388,NA,3257,2,3,NA,NA,266000,NA,NA,NA,NA,NA,NA
FALSE,Lambertseter,"Gråsteinveien 7, 1157 Oslo",3500000,Meget pen 2-R hjørneleil. m/attraktiv intern bel. & nordvestvendt balkong m/utsyn utover hyggelige grøntområder! Lave FK,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Sentralt"," Søn. 18. april 14:30 - 15:30 + Legg til i kalender Tir. 20. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Velkommen til Gråsteinveien 7! En delikat og luftig 2-roms hjørneleilighet beliggende i 2.etg med usjenert nordvestvendt balkong med utsyn utover hyggelige grøntområder! Boligen ligger i attraktive og tilbaketrukne omgivelser på Lambertseter med få minutters gange til dagligvare, skole, barnehage, SATS, Lambertseter senter, buss og t-bane.- Svært lave felleskostn.- Kabel-tv og internett inkl.- Ettermiddag-/kveldssol på balkong- Garasje/-parkeringsleie etter venteliste- Romslig adskilt kjøkken fra HTH- Boligen fikk nye vinduer/terrassedør i regi av brrl. i 2013- Fint fellesareal m/grill, lekeplass & benker- Nærhet til lysløype vinterstid/gangsti sommerstid- Kort vei til kollektivtransport (t-bane og buss)- 2 kjellerboder på til sammen 5,7m², samt 1 loftsbod m/gulvareal på ca.15m² Kaja Zeiner Eiendomsmegler Mobil 909 75 790 Send melding Kamila Rosiak Eiendomsmeglerfullmektig Mobil 464 20 067 Send melding Søn. 18. april 14:30 - 15:30 + Legg til i kalender Tir. 20. april 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",2021-04-10,https://www.finn.no/realestate/homes/ad.html?finnkode=214348052,214348052,NA,8626,3581014,Leilighet,Andel,1,58,58,1957,G-oransje,52320,64,NA,888333,72388,2437,2,2,12626,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# GRÜNERLØKKA,"Trondheimsveien 6B, 0560 Oslo",4500000,"Romslig 2-r toppleilighet i 3.etg | Indre gård | Stor balkong | Balansert ventilasjon | Vv, oppvarming | Garasjeplass!","Balkong/Terrasse, Parkett, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Offentlig, vann/kloakk, Bredbåndstilknytning"," Tor. 15. april 1630 - 1730 + Legg til i kalender Søn. 18. april 1530 - 1630 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding 2-roms selveier i bygg fra 2010. Her bor du sentralt på Grünerløkka, samtidig som leiligheten ligger i fredelige omgivelser i indre gårdsrom. God intern beliggenhet øverst i bygget, 3.etasje. Dette er en lys og romslig leilighet med stor, solrik balkong. Her har du blant annet balansert ventilasjon, vannbåren gulvvarme og fibernett. Varmtvann og oppvarming inkl. i felleskostnadene. Egen garasjeplass følger!Sentral beliggenhetToppleilighet (3.etasje) med fredelig beliggenhet i indre gårdsrom.Bygg fra 2010.Solrik balkong på 9m2.Sol fra tidlig formiddag til ca. klokken 20.00 på sommerstid.NextGenTel fiber.En-stavs parkett.Varmtvann og fyring er inkludert i felleskostnadene.Vannbåren gulvvarme i hele leiligheten.Balansert ventilasjon.Egen garasjeplass følger.Velkommen! Tor. 15. april 1630 - 1730 + Legg til i kalender Søn. 18. april 1530 - 1630 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214452988,214452988,NA,122303,4622303,Leilighet,Eier(Selveier),1,54,54,2010,E-mørkegrønn,848,59,NA,1087665,NA,3774,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,# ETTERSTAD,"Etterstadsletta 4I, 0660 Oslo",3700000,Gjennomgående 2-roms med solrik balkong og pent utsyn | Bad 2015 | Peis | Varmtvann inkl.,"Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Tor. 15. april 1830 - 1930 + Legg til i kalender Søn. 18. april 1230 - 1330 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding Lys og gjennomgående 2-roms med populær beliggenhet på Etterstad. Leiligheten har en fin intern beliggenhet i et populært borettslag. Her har du god planløsning med romslige rom og separat kjøkken. Den gjennomgående løsningen gir gode lysforhold. Soverommet er vendt mot en pent opparbeidet bakgård. Lys stue med peisovn og utgang til balkong. Fra balkongen kan du nyte herlig utsyn mot åpne og pent opparbeidede friområder. På sommerstid er det sol fra tidlig formiddag til solnedgang.Populært borettslag med god beliggenhet.Vestvendt balkong med gode solforhod og pent utsyn.Peisovn.Bad og rør rehabilitert i regi av borettslaget (2015).Kjøkken 2016.Leiligheten disponerer 3 boder.A-kto varmtvann, kabel-tv og internett inkl. i felleskostnadene.Bakgård er oppgradert i 2020.Fasade tatt i nyere tid. Tor. 15. april 1830 - 1930 + Legg til i kalender Søn. 18. april 1230 - 1330 + Legg til i kalender Dersom du planlegger å delta på annonsert visning bes du som kunde om å gi beskjed i forkant til eiendomsmegler, trykk på påmeldingsknappen i annonsen. Vi tilbyr også privatvisninger for de som ønsker det. Velkommen til en trygg visning! Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214452805,214452805,NA,15503,3942503,Leilighet,Andel,1,50,50,1931,D-rød,7622,55,NA,911586,227000,3084,2,2,22766,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Oppsal/Eftasåsen,"Eftasåsen 16, 0687 Oslo",6200000,"Attraktiv, utbygget 4-roms i firemannsbolig i første etasje med solrik veranda og terrasse. Garasje medfølger.","Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Sentralt, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Fellesvaskeri, Bredbåndstilknytning"," Søn. 18. april 1100 - 1200 + Legg til i kalender Man. 19. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Eftasåsen 16 er en attraktiv 4-roms leilighet i første etasje av en firemannsbolig. Leiligheten har en solrik og overbygd veranda med markise, og fra verandaen er det trapp ned til en stor terrasseplatting og gressplen. Til leiligheten medfølger det garasje i rekke rett ved boligen. Kort gangavstand til T-bane, Oppsal senter, barnehager, skole og Østmarka.Leiligheten fremstår som velholdt, dog må modernisering påregnes. Stuen har åpen løsning mot spisestuen, og er utstyrt med både peis og varmepumpe. Kjøkkenet har spiseplass ved vindu og dels integrerte hvitevarer. Videre er det to soverom, med mulighet for både tre og fire, samt et bad med gulvvarme. Soverommene og entrè har garderober, og leiligheten disponerer tre kjellerboder. Det er også vaskeri i kjeller med plass til egen maskin. Søn. 18. april 1100 - 1200 + Legg til i kalender Man. 19. april 1700 - 1800 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 2 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",2021-04-11,https://www.finn.no/realestate/homes/ad.html?finnkode=214444544,214444544,NA,15554,6419554,Leilighet,Andel,3,90,90,1956,E-oransje,12513,98,Ja,986281,204000,4413,1,4,15262,NA,NA,NA,NA,NA,NA,NA,NA
